Delay,Bandwidth,Source IP address,Destination IP address,date_year,date_month_no,date_day,hour,min,sec
0.215092,66,94,18,2022,8,9,14,16,12
10.011286,55,18,1,2022,8,9,14,16,19
0.057759,66,2,18,2022,8,9,14,16,19
45.008694,75,82,76,2022,8,9,14,16,24
45.008865,75,82,68,2022,8,9,14,16,24
0.074872,86,72,83,2022,8,9,14,16,24
0.059819,86,64,83,2022,8,9,14,16,24
45.008896,75,82,41,2022,8,9,14,16,27
0.018092,86,37,83,2022,8,9,14,16,27
0,66,18,27,2022,8,9,14,16,27
0.064326,66,27,18,2022,8,9,14,16,27
0.000101,54,18,27,2022,8,9,14,16,27
0.000359,273,18,27,2022,8,9,14,16,27
0,72,18,16,2022,8,9,14,16,28
0,72,18,16,2022,8,9,14,16,28
0.035871,72,18,16,2022,8,9,14,16,28
0.036928,72,18,16,2022,8,9,14,16,28
0.296784,273,18,27,2022,8,9,14,16,28
0,80,18,16,2022,8,9,14,16,28
0,80,18,16,2022,8,9,14,16,28
0.042091,80,18,16,2022,8,9,14,16,28
0.041059,80,18,16,2022,8,9,14,16,28
0.302078,1506,27,18,2022,8,9,14,16,28
0,1506,27,18,2022,8,9,14,16,28
0,400,27,18,2022,8,9,14,16,28
0.397874,215,17,18,2022,8,9,14,16,28
0.397874,211,17,18,2022,8,9,14,16,28
0,1506,27,18,2022,8,9,14,16,28
0,104,17,18,2022,8,9,14,16,28
0,100,17,18,2022,8,9,14,16,28
0,66,27,18,2022,8,9,14,16,28
0,1506,27,18,2022,8,9,14,16,28
0.064007,273,17,18,2022,8,9,14,16,28
0.064005,321,17,18,2022,8,9,14,16,28
0,144,17,18,2022,8,9,14,16,28
0,192,17,18,2022,8,9,14,16,28
0.000185,66,18,27,2022,8,9,14,16,28
8.70E-05,66,18,27,2022,8,9,14,16,28
8.30E-05,66,18,27,2022,8,9,14,16,28
0.000267,74,18,27,2022,8,9,14,16,28
0.000145,66,18,27,2022,8,9,14,16,28
0,86,82,61,2022,8,9,14,16,28
0,86,82,61,2022,8,9,14,16,28
0,86,82,49,2022,8,9,14,16,28
0.012942,86,57,83,2022,8,9,14,16,28
0.012942,86,57,83,2022,8,9,14,16,28
0.000149,74,82,61,2022,8,9,14,16,28
0.000206,74,82,61,2022,8,9,14,16,28
0.000361,579,82,61,2022,8,9,14,16,28
0.000709,579,82,61,2022,8,9,14,16,28
0.016926,74,57,83,2022,8,9,14,16,28
0.01706,74,57,83,2022,8,9,14,16,28
0.00033,224,57,83,2022,8,9,14,16,28
0.000181,74,82,61,2022,8,9,14,16,28
0.001311,125,82,61,2022,8,9,14,16,28
0.002378,1506,57,83,2022,8,9,14,16,28
7.50E-05,74,82,61,2022,8,9,14,16,28
0.003805,1506,57,83,2022,8,9,14,16,28
0,1506,57,83,2022,8,9,14,16,28
0,1506,57,83,2022,8,9,14,16,28
0.000171,74,82,61,2022,8,9,14,16,28
0.000782,1379,57,83,2022,8,9,14,16,28
7.50E-05,74,82,61,2022,8,9,14,16,28
0.03887,86,45,83,2022,8,9,14,16,28
0.000206,74,82,49,2022,8,9,14,16,28
0.000659,587,82,49,2022,8,9,14,16,28
0.007932,161,82,61,2022,8,9,14,16,28
0.000567,805,82,61,2022,8,9,14,16,28
0.009898,232,82,61,2022,8,9,14,16,28
0.007963,74,57,83,2022,8,9,14,16,28
0,143,57,83,2022,8,9,14,16,28
0.000119,74,82,61,2022,8,9,14,16,28
0.000375,112,82,61,2022,8,9,14,16,28
0.005191,74,57,83,2022,8,9,14,16,28
0.000815,112,57,83,2022,8,9,14,16,28
0.000101,74,82,61,2022,8,9,14,16,28
0.005528,1474,82,61,2022,8,9,14,16,28
0,1392,82,61,2022,8,9,14,16,28
0.06437,1506,27,18,2022,8,9,14,16,28
0.015346,74,57,83,2022,8,9,14,16,28
0,416,57,83,2022,8,9,14,16,28
7.90E-05,74,18,27,2022,8,9,14,16,28
0.00028,74,82,61,2022,8,9,14,16,28
0.00011,143,57,83,2022,8,9,14,16,28
4.80E-05,74,82,61,2022,8,9,14,16,28
0.002209,74,57,83,2022,8,9,14,16,28
0.000875,161,82,61,2022,8,9,14,16,28
0.000131,112,82,61,2022,8,9,14,16,28
0.001244,1474,82,61,2022,8,9,14,16,28
0,1357,82,61,2022,8,9,14,16,28
0.000329,147,82,61,2022,8,9,14,16,28
0.000292,112,82,61,2022,8,9,14,16,28
0.011228,74,57,83,2022,8,9,14,16,28
0.000925,74,57,83,2022,8,9,14,16,28
0.013091,74,57,83,2022,8,9,14,16,28
0,112,57,83,2022,8,9,14,16,28
0.000124,74,82,61,2022,8,9,14,16,28
0.000503,74,57,83,2022,8,9,14,16,28
0.042457,1506,45,83,2022,8,9,14,16,28
0.004707,74,57,83,2022,8,9,14,16,28
0,1506,45,83,2022,8,9,14,16,28
0,1506,45,83,2022,8,9,14,16,28
0.000182,74,82,49,2022,8,9,14,16,28
0.00014,219,45,83,2022,8,9,14,16,28
4.90E-05,74,82,49,2022,8,9,14,16,28
0.000635,74,57,83,2022,8,9,14,16,28
0,74,57,83,2022,8,9,14,16,28
0.016108,232,82,49,2022,8,9,14,16,28
0.000836,161,82,49,2022,8,9,14,16,28
0.000468,1099,82,49,2022,8,9,14,16,28
0.051465,1506,57,83,2022,8,9,14,16,28
0.000122,74,82,61,2022,8,9,14,16,28
0.000462,623,57,83,2022,8,9,14,16,28
6.80E-05,74,82,61,2022,8,9,14,16,28
0.000117,112,57,83,2022,8,9,14,16,28
5.60E-05,74,82,61,2022,8,9,14,16,28
0.036904,74,45,83,2022,8,9,14,16,28
0.001787,125,45,83,2022,8,9,14,16,28
0,143,45,83,2022,8,9,14,16,28
0,112,45,83,2022,8,9,14,16,28
0.000199,74,82,49,2022,8,9,14,16,28
0.000799,112,82,49,2022,8,9,14,16,28
0.006955,625,82,61,2022,8,9,14,16,28
0.023061,74,57,83,2022,8,9,14,16,28
0.014618,1462,57,83,2022,8,9,14,16,28
9.20E-05,74,82,61,2022,8,9,14,16,28
0.013659,467,57,83,2022,8,9,14,16,28
0.000202,74,82,61,2022,8,9,14,16,28
0.000201,112,57,83,2022,8,9,14,16,28
6.60E-05,74,82,61,2022,8,9,14,16,28
0.090631,74,45,83,2022,8,9,14,16,28
0.068949,1506,57,83,2022,8,9,14,16,28
0.000122,74,82,61,2022,8,9,14,16,28
0.005505,1506,57,83,2022,8,9,14,16,28
0,907,57,83,2022,8,9,14,16,28
0,160,57,83,2022,8,9,14,16,28
0,1506,57,83,2022,8,9,14,16,28
0,1506,57,83,2022,8,9,14,16,28
0,1344,57,83,2022,8,9,14,16,28
